Cor,Placa,Marca,Ano,Kilometragem,Valor,Modelo,Categoria
Branco,6L-8069,Ferrari,2018,19216.0,75989.0,488 GTB,Sedan
Verde,8S-9851,Honda,2018,243563.0,822450.0,458 Speciale,Hatch
Preto,2D-3505,Ferrari,1999,35914.0,517010.0,LaFerrari,SUV
Preto,8H-9164,Honda,2000,251814.0,471265.0,LaFerrari,Esportivo
Azul,5K-6366,Ferrari,1992,254143.0,66885.0,F430,Pick-up
Verde,2T-1988,Honda,2005,253660.0,872599.0,Uno,Hatch
Azul,2L-2643,Mitsubishi,1990,211302.0,52566.0,Palio,SUV
Azul,6J-6459,Honda,2011,55315.0,299894.0,F8 Tributo,SUV
Verde,8Q-3194,Honda,2005,203830.0,853531.0,Hilux,Esportivo
Vermelho,2M-5853,Mitsubishi,2004,30594.0,993985.0,Tucson,Super Esportivo
Preto,5Z-9317,Ford,1991,98707.0,959835.0,Fit,Pick-up
Branco,9S-2077,Ferrari,2021,137837.0,179113.0,Onix,Pick-up
Preto,2N-8430,Mitsubishi,1998,42374.0,436205.0,Aventador SVJ,Hatch
Verde,9I-1803,Mitsubishi,2022,236395.0,187389.0,Uno,Sedan
Verde,1Z-1942,Toyota,1998,217199.0,79223.0,Gallardo,Esportivo
Branco,8Z-4809,Chevrolet,2023,241787.0,780161.0,Hilux,SUV
Preto,9A-5220,Honda,2018,115061.0,201501.0,Aventador SVJ,Sedan
Preto,8Q-9510,Toyota,1993,96749.0,581187.0,Fiesta Sedan,Pick-up
Azul,4E-2771,Chevrolet,2007,74055.0,393464.0,S10,SUV
Preto,1V-5195,Ferrari,1993,142237.0,63801.0,California T,Pick-up
Branco,8E-5146,Ford,1991,60310.0,316146.0,Fusion,Sedan
Azul,1I-9787,Ferrari,2020,110292.0,377411.0,Eclipse GT,Hatch
Azul,8A-1338,Ford,1994,145921.0,219545.0,Ranger,Sedan
Azul,6M-7059,Lamborghini,2019,242407.0,770696.0,F430,Pick-up
Branco,7F-9924,Ferrari,2019,45083.0,709745.0,Gallardo,Esportivo
Vermelho,4M-8131,Toyota,2002,227479.0,168306.0,Corolla,Esportivo
Branco,6N-5313,Lamborghini,1993,3041.0,568152.0,C4 Cactus,Pick-up
Preto,7H-3702,Chevrolet,2011,240057.0,869353.0,Renegade,Esportivo
Verde,3H-7435,Ford,1991,221570.0,930579.0,HR-V,Super Esportivo
Vermelho,5A-2370,Toyota,2017,177071.0,150682.0,City,Super Esportivo
Vermelho,4Y-9914,Honda,2009,220685.0,741223.0,Cruze,Super Esportivo
Vermelho,6G-3595,Honda,1997,106145.0,318069.0,Voyage,Pick-up
Branco,9P-7167,Mitsubishi,1997,258654.0,160318.0,812 GTS,Hatch
Vermelho,2L-2138,Honda,2013,256479.0,619400.0,HR-V,Hatch
Preto,6Q-4026,Ferrari,2020,153912.0,222136.0,Ranger,Hatch
Verde,6W-7948,Ferrari,2008,182863.0,481169.0,F430,Sedan
Branco,7S-6201,Chevrolet,2015,172908.0,827253.0,Strada,Hatch
Azul,3Y-3845,Lamborghini,2018,257838.0,903437.0,F430,Pick-up
Preto,1S-8792,Toyota,2019,14159.0,667836.0,812 Superfast,Hatch
Branco,4W-5015,Ford,2011,197824.0,293977.0,HR-V,Pick-up
Preto,8K-3311,Ferrari,2012,102522.0,744149.0,Civic,SUV
Preto,3G-7557,Toyota,1996,261283.0,155908.0,C4 Cactus,SUV
Azul,1K-3870,Honda,1997,266145.0,385867.0,488 GTB,Pick-up
Preto,6R-2886,Ford,2002,123237.0,244517.0,Onix,SUV
Vermelho,3X-2044,Ford,2003,133998.0,348729.0,Huracan,Hatch
Verde,3R-1911,Mitsubishi,1991,275573.0,803100.0,Strada,Sedan
Verde,1T-4899,Toyota,1993,84700.0,359534.0,Creta,Hatch
Verde,5G-7525,Honda,1999,238245.0,620963.0,C4 Cactus,Esportivo
Preto,5N-2045,Ferrari,1993,144958.0,806634.0,Tiguan,Pick-up
Vermelho,1J-3433,Mitsubishi,2019,197497.0,16353.0,Duster,Esportivo
Verde,6Y-6169,Lamborghini,1997,65859.0,935429.0,Uno,Hatch
Preto,8D-1883,Honda,2022,139950.0,217507.0,Tucson,Hatch
Azul,5A-2408,Mitsubishi,1990,278523.0,175561.0,Gallardo,Pick-up
Verde,8R-3739,Mitsubishi,2014,19332.0,423767.0,Kicks,SUV
Preto,4K-1198,Toyota,2001,272263.0,652174.0,Corolla,Hatch
Branco,9N-4267,Honda,2020,13374.0,387874.0,California T,Hatch
Azul,3W-5077,Honda,2020,40711.0,776196.0,California T,Super Esportivo
Preto,4P-4720,Ferrari,2010,8223.0,554511.0,Aventador,Pick-up
Vermelho,5V-5903,Lamborghini,2023,32424.0,533888.0,F12 Berlinetta,Sedan
Vermelho,2M-3392,Lamborghini,2022,151497.0,902074.0,Focus,SUV
Preto,5A-7203,Ford,2018,292045.0,855787.0,488 Pista,Pick-up
Vermelho,1V-5944,Toyota,2002,112587.0,513615.0,458 Speciale,Super Esportivo
Preto,7F-8269,Lamborghini,1995,141409.0,466020.0,Golf,Hatch
Branco,8Y-4396,Lamborghini,2011,156982.0,507995.0,California T,SUV
Preto,7V-2990,Mitsubishi,2005,87797.0,66458.0,Kicks,SUV
Preto,7H-8739,Ferrari,2000,13628.0,223103.0,Cruze,Pick-up
Preto,5Q-5746,Chevrolet,1994,81827.0,638901.0,Sian,Sedan
Verde,3K-4097,Lamborghini,2014,78719.0,539514.0,Fit,Pick-up
Verde,2B-1429,Honda,2002,66974.0,289261.0,Onix,Super Esportivo
Branco,7W-7573,Chevrolet,2005,274113.0,829356.0,Eclipse GT,Super Esportivo
Preto,7S-9208,Ferrari,2022,206.0,12681.0,Tucson,Sedan
Vermelho,3I-2105,Mitsubishi,2002,88966.0,187377.0,City,Pick-up
Preto,6B-5000,Mitsubishi,2016,4828.0,445827.0,Ranger,Super Esportivo
Azul,4M-6130,Ferrari,1995,193438.0,750380.0,Golf,Esportivo
Branco,4W-5822,Ford,2016,141492.0,488801.0,Sian,Esportivo
Vermelho,5Q-6205,Ferrari,2021,170474.0,429554.0,Polo,Super Esportivo
Branco,6E-5234,Ford,2013,42432.0,944413.0,F430,Hatch
Preto,8G-9556,Ferrari,2009,156333.0,545675.0,City,SUV
Vermelho,6S-2984,Toyota,2001,193411.0,193146.0,Renegade,Super Esportivo
Branco,5R-3173,Lamborghini,2004,297975.0,745548.0,Fiesta,Hatch
Verde,7Q-3131,Ferrari,2016,71557.0,242093.0,Uno,Pick-up
Azul,4H-6365,Toyota,2013,266208.0,356134.0,Fiesta,Pick-up
Preto,4Q-8527,Lamborghini,2018,277931.0,839077.0,Polo,Super Esportivo
Branco,4U-9124,Lamborghini,2020,278057.0,987630.0,Strada,Hatch
Vermelho,2F-3392,Ferrari,2011,293110.0,388152.0,812 GTS,Hatch
Vermelho,4Q-5615,Mitsubishi,1995,96726.0,334398.0,812 GTS,Esportivo
Preto,3O-2346,Lamborghini,2013,111746.0,158567.0,Strada,Super Esportivo
Azul,4T-5754,Ford,2009,268809.0,70746.0,F12 Berlinetta,Pick-up
Vermelho,3I-3168,Toyota,2017,231497.0,234175.0,Compass,Sedan
Verde,7U-3856,Ferrari,1999,139383.0,110916.0,Compass,SUV
Azul,4L-9071,Lamborghini,1994,28099.0,334407.0,458 Speciale,SUV
Vermelho,5W-6393,Mitsubishi,2013,160859.0,53852.0,Reventón,Super Esportivo
Verde,3L-2693,Mitsubishi,2022,256254.0,941978.0,F430,Super Esportivo
Azul,8I-4102,Ford,1993,193503.0,403064.0,Reventón,Pick-up
Azul,5E-2074,Honda,2004,142187.0,78050.0,F8 Tributo,SUV
Branco,1R-3529,Honda,2000,130138.0,24000.0,Voyage,Super Esportivo
Branco,2U-2157,Honda,2005,138914.0,249105.0,Polo,SUV
Branco,8C-1332,Ferrari,1996,282931.0,842240.0,Civic,SUV
Azul,6R-9068,Ford,2014,275254.0,650454.0,A3,SUV
Vermelho,7S-3088,Chevrolet,1992,63565.0,834890.0,HR-V,Esportivo
Branco,8U-2018,Lamborghini,2005,293254.0,206749.0,Uno,Pick-up
Verde,6C-8970,Chevrolet,2008,5243.0,412756.0,Aventador,Pick-up
Vermelho,9Y-2640,Toyota,2022,54575.0,162469.0,812 Superfast,Pick-up
Vermelho,9G-3474,Honda,1996,238749.0,514937.0,Fit,SUV
Verde,3S-1963,Lamborghini,1995,91714.0,489047.0,Tucson,Pick-up
Vermelho,5S-4092,Toyota,1992,100416.0,444808.0,Hilux,Super Esportivo
Branco,4W-8406,Lamborghini,2000,38160.0,262355.0,Uno,Super Esportivo
Verde,4Q-8227,Honda,2014,259869.0,407619.0,C4 Cactus,Pick-up
Azul,1O-4157,Honda,2018,237227.0,149260.0,Aventador SVJ,Esportivo
Verde,8Y-9780,Mitsubishi,1990,16730.0,494614.0,Hilux,Pick-up
Branco,5J-5237,Honda,1995,13374.0,249792.0,Fiesta Sedan,Hatch
Verde,6C-6825,Ford,2019,54748.0,441447.0,City,Hatch
Preto,9E-9472,Lamborghini,2014,298099.0,374342.0,Fiesta Sedan,Sedan
Azul,5H-5062,Honda,1996,238507.0,592906.0,Strada,Sedan
Vermelho,9V-6567,Chevrolet,2008,289926.0,503505.0,Civic,Super Esportivo
Vermelho,1H-2829,Ford,2020,50380.0,306785.0,Fiesta Sedan,Hatch
Preto,5L-8551,Lamborghini,1995,85582.0,866073.0,Fiesta Sedan,Sedan
Vermelho,1I-1091,Honda,2019,65438.0,637093.0,LaFerrari,Pick-up
Verde,4W-6870,Mitsubishi,1993,295135.0,701489.0,812 GTS,Esportivo
Verde,3K-2001,Honda,1990,144820.0,958404.0,Portofino,SUV
Verde,1A-6871,Honda,1998,156066.0,507353.0,Urus,Pick-up
Branco,4T-2731,Mitsubishi,2021,211271.0,88060.0,Focus,SUV
Azul,4T-5981,Mitsubishi,1997,40668.0,436402.0,Eclipse GT,Pick-up
Azul,9P-7922,Lamborghini,1994,92473.0,663222.0,Onix,SUV
Preto,6G-7918,Honda,1998,20934.0,736606.0,Hilux,Super Esportivo
Vermelho,7D-8736,Honda,2019,290750.0,775061.0,Aventador,Hatch
Preto,3W-6920,Ferrari,2002,181433.0,37456.0,458 Speciale,SUV
Verde,1R-6550,Lamborghini,2011,237277.0,143311.0,HR-V,Esportivo
Vermelho,1R-4834,Mitsubishi,1996,229089.0,653423.0,Onix,Pick-up
Verde,6U-4319,Mitsubishi,2002,74451.0,766549.0,Corolla,Super Esportivo
Azul,4C-5542,Mitsubishi,2004,142106.0,418605.0,488 Pista,Sedan
Vermelho,5O-8513,Honda,2023,289214.0,108153.0,Fiesta Sedan,Esportivo
Azul,6U-8215,Ferrari,2008,230886.0,527037.0,Compass,Hatch
Branco,2Z-1877,Ford,2018,57851.0,211301.0,A3,Hatch
Verde,5N-1879,Chevrolet,2007,196348.0,114129.0,C4 Cactus,Sedan
Verde,4L-6622,Ferrari,2008,26249.0,349633.0,Palio,Hatch
Branco,3F-7177,Ford,2019,106973.0,469501.0,Huracan,Pick-up
Vermelho,1N-5701,Ford,2016,267966.0,818712.0,Fit,Esportivo
Verde,5T-2370,Ferrari,2000,137558.0,117088.0,Fiesta Sedan,Super Esportivo
Branco,1F-3081,Honda,2021,79375.0,951520.0,Huracan,Super Esportivo
Branco,4F-8975,Chevrolet,2013,290811.0,965504.0,Corolla,Esportivo
Preto,1A-9275,Lamborghini,1994,117998.0,687922.0,Fusion,SUV
Vermelho,8M-2885,Lamborghini,1995,237166.0,316348.0,Duster,Esportivo
Preto,8V-9887,Toyota,2002,34127.0,480311.0,S10,Esportivo
Verde,7B-5987,Honda,2008,200650.0,513328.0,Cruze,SUV
Branco,9R-8302,Ferrari,1999,143017.0,831999.0,Kicks,Sedan
Preto,5A-1162,Chevrolet,2023,234062.0,511019.0,Huracan,Pick-up
Vermelho,4G-8396,Ford,2005,158381.0,669970.0,Compass,Esportivo
Verde,6G-2220,Ferrari,2006,130749.0,997131.0,488 Pista,Super Esportivo
Azul,9L-6394,Ford,2014,174090.0,870561.0,Civic,Super Esportivo
Vermelho,9U-3456,Lamborghini,2011,30453.0,260040.0,Tucson,Sedan
Azul,3P-7474,Honda,2015,188366.0,468850.0,Polo,SUV
Preto,7Z-3040,Ferrari,1990,110330.0,816447.0,Corolla,Hatch
Verde,4M-7959,Mitsubishi,2018,75273.0,705312.0,Hilux,Esportivo
Vermelho,5F-8286,Honda,1994,198644.0,180992.0,812 Superfast,SUV
Vermelho,4I-8812,Mitsubishi,1997,250751.0,783971.0,Reventón,Esportivo
Vermelho,2A-7486,Chevrolet,2019,231780.0,497004.0,Focus,SUV
Azul,3I-8874,Chevrolet,1998,274157.0,225845.0,City,Pick-up
Verde,2H-5822,Ford,2023,269771.0,980129.0,Fusion,SUV
Verde,4L-8258,Ford,2023,175268.0,354450.0,City,Esportivo
Vermelho,6Y-3517,Mitsubishi,2005,195136.0,829943.0,Aventador,Super Esportivo
Azul,3Z-8452,Chevrolet,2003,275618.0,204233.0,458 Speciale,Sedan
Verde,6U-9173,Ferrari,2000,229701.0,493109.0,F430,Hatch
Azul,7M-2140,Lamborghini,1994,247422.0,751720.0,Ranger,Hatch
Vermelho,4P-6253,Lamborghini,1992,35438.0,828910.0,812 GTS,SUV
Vermelho,4L-4901,Toyota,1993,109273.0,567972.0,Tucson,Sedan
Azul,6U-9739,Ford,1995,214186.0,705379.0,488 Pista,Hatch
Verde,9M-6756,Ferrari,2023,37757.0,192583.0,488 Pista,Pick-up
Azul,2B-9516,Lamborghini,1996,273702.0,354944.0,LaFerrari,Pick-up
Verde,6M-6698,Lamborghini,2016,66383.0,79170.0,Tucson,Esportivo
Verde,6W-1793,Toyota,2007,128059.0,599542.0,LaFerrari,Pick-up
Branco,9X-7364,Chevrolet,2016,125308.0,402183.0,Uno,Hatch
Verde,5N-8148,Toyota,2017,49333.0,225495.0,A3,Esportivo
Azul,4X-3703,Lamborghini,2020,298495.0,936735.0,Reventón,SUV
Preto,2R-8676,Honda,2003,290735.0,264546.0,Essenza SCV12,Sedan
Verde,6X-2975,Toyota,2012,19797.0,317224.0,Sian,SUV
Branco,7N-6530,Ford,2017,8574.0,888830.0,C4 Cactus,Esportivo
Azul,4L-7160,Honda,1991,161417.0,61855.0,Gallardo,Super Esportivo
Preto,5E-9861,Ferrari,1996,40154.0,374569.0,California T,Sedan
Vermelho,5J-5459,Ford,2020,297436.0,758948.0,488 Pista,Hatch
Branco,7J-8365,Ferrari,2010,79583.0,833046.0,Fit,Pick-up
Preto,4G-2557,Honda,2012,126353.0,683015.0,458 Speciale,Sedan
Verde,7B-6022,Honda,2022,88083.0,662391.0,Fit,Sedan
Preto,7F-1956,Chevrolet,2018,72324.0,260055.0,Voyage,SUV
Preto,5Z-1907,Ford,2015,208872.0,279373.0,A3,SUV
Azul,5C-8448,Chevrolet,2016,10668.0,359113.0,Reventón,Hatch
Azul,3Y-4348,Ferrari,2023,81913.0,201666.0,City,SUV
Branco,7B-9697,Chevrolet,2011,38003.0,141517.0,C4 Cactus,SUV
Vermelho,5H-5281,Toyota,2023,78008.0,719206.0,Aventador SVJ,Sedan
Preto,6L-3907,Mitsubishi,2023,130549.0,394615.0,488 GTB,Sedan
Verde,9H-4590,Ford,2000,274576.0,508115.0,Uno,Esportivo
Azul,6Y-6577,Toyota,2011,10004.0,410307.0,HR-V,Pick-up
Preto,4V-5314,Lamborghini,2009,114102.0,166345.0,Compass,Super Esportivo
Preto,4G-5087,Ferrari,2005,81988.0,501458.0,S10,Sedan
Branco,3R-7451,Toyota,1998,240610.0,904992.0,458 Italia,Pick-up
Azul,8E-3036,Honda,2001,267385.0,753201.0,812 Superfast,Super Esportivo
Azul,2O-5494,Chevrolet,1996,45870.0,475813.0,Creta,Hatch
Azul,4L-8310,Toyota,1990,230771.0,441394.0,F8 Tributo,SUV
Preto,1L-3142,Honda,2003,210067.0,423226.0,Aventador SVJ,Esportivo
Branco,8V-8415,Lamborghini,1995,101028.0,455353.0,Creta,Pick-up
Vermelho,3E-7760,Ferrari,2014,164789.0,919825.0,Fusion,Sedan
Verde,3W-6888,Honda,2007,174599.0,497702.0,F8 Tributo,Super Esportivo
Vermelho,3Q-8225,Mitsubishi,1990,1455.0,930066.0,488 Pista,Sedan
Branco,9J-4131,Ford,2013,133872.0,524212.0,Cruze,Hatch
Preto,5N-2494,Lamborghini,2023,46842.0,929662.0,Strada,Esportivo
Azul,1A-4291,Chevrolet,2003,207073.0,889127.0,Essenza SCV12,Sedan
Verde,3G-1341,Toyota,2023,158034.0,252910.0,Creta,SUV
Verde,9Y-1291,Ferrari,2008,239414.0,61220.0,Gallardo,Pick-up
Azul,7D-1504,Ferrari,1992,275141.0,677694.0,Kicks,Esportivo
Branco,8U-7588,Ferrari,1994,214561.0,345100.0,California T,Sedan
Azul,7W-5555,Ferrari,2018,21727.0,142224.0,Compass,Hatch
Azul,3V-4949,Chevrolet,2006,268493.0,181824.0,Creta,Hatch
Preto,8X-6676,Honda,2019,148392.0,963019.0,Hilux,Super Esportivo
Verde,6Y-9474,Toyota,2015,299083.0,43046.0,Polo,SUV
Branco,1K-8225,Mitsubishi,1998,28757.0,962171.0,Tiguan,Sedan
Azul,5F-9725,Ford,2000,149993.0,114110.0,City,Esportivo
Preto,3I-8878,Ford,1990,226971.0,484795.0,812 GTS,SUV
Azul,7U-3131,Honda,1999,129475.0,429403.0,Fiesta Sedan,Sedan
Azul,8H-5576,Lamborghini,1990,128175.0,638565.0,F430,Sedan
Azul,9F-7451,Lamborghini,2004,247939.0,45560.0,812 Superfast,SUV
Verde,9S-8016,Chevrolet,2007,49306.0,908040.0,C4 Cactus,SUV
Verde,2D-1055,Ford,1997,230425.0,369842.0,Portofino,Hatch
Azul,6G-1534,Ferrari,2007,43696.0,67481.0,Fiesta Sedan,SUV
Branco,7X-3031,Ford,2008,223548.0,553226.0,Compass,Super Esportivo
Azul,2X-2665,Ford,1995,224187.0,415864.0,458 Italia,Pick-up
Azul,6M-7858,Chevrolet,2012,37108.0,195133.0,Focus,Super Esportivo
Vermelho,7L-5693,Ford,2009,76287.0,26423.0,C4 Cactus,Esportivo
Verde,8I-7447,Lamborghini,2018,149730.0,995013.0,Golf,Hatch
Verde,8V-2716,Honda,2011,228386.0,36966.0,F12 Berlinetta,Hatch
Verde,6E-5777,Chevrolet,2002,296006.0,362592.0,Palio,Pick-up
Branco,6F-4409,Mitsubishi,1990,289625.0,616916.0,Civic,Esportivo
Branco,2T-4790,Chevrolet,2021,69442.0,641393.0,Kicks,Sedan
Verde,8D-7637,Ford,2006,225580.0,750185.0,Corolla,Super Esportivo
Branco,7P-6107,Lamborghini,2019,227186.0,958385.0,Aventador SVJ,Super Esportivo
Azul,7B-1257,Lamborghini,2005,27407.0,339009.0,488 GTB,SUV
Branco,2I-5666,Toyota,2021,126664.0,710891.0,Uno,SUV
Verde,2H-1185,Toyota,2020,113699.0,432723.0,Cruze,Super Esportivo
Azul,1S-8738,Toyota,2005,217812.0,301926.0,488 Pista,Esportivo
Vermelho,5M-6077,Ford,2022,84979.0,988017.0,Focus,Esportivo
Verde,4R-8365,Mitsubishi,1995,266973.0,435457.0,Portofino,Hatch
Vermelho,7I-9010,Mitsubishi,2005,201451.0,117341.0,Portofino,Sedan
Vermelho,7P-2486,Ford,1998,179067.0,374095.0,Aventador SVJ,SUV
Vermelho,8U-6783,Ferrari,2020,224462.0,304369.0,Strada,Hatch
Verde,1X-3151,Ford,1999,248499.0,44895.0,C4 Cactus,Pick-up
Azul,3D-8049,Lamborghini,2018,239050.0,559857.0,Aventador SVJ,Pick-up
Branco,9P-2591,Toyota,1993,213606.0,991391.0,458 Speciale,Pick-up
Vermelho,3S-4358,Chevrolet,1993,143622.0,69922.0,Duster,Super Esportivo
Vermelho,8N-3403,Honda,2010,113942.0,959053.0,Duster,Sedan
Verde,7X-2957,Chevrolet,2006,37418.0,423612.0,488 Pista,Super Esportivo
Azul,1E-5505,Chevrolet,2013,27418.0,61059.0,Civic,Hatch
Verde,3Q-2332,Toyota,2002,66977.0,165182.0,Reventón,Esportivo
Azul,9Z-2575,Lamborghini,2006,100620.0,47920.0,Tucson,Sedan
Azul,2B-1904,Honda,2015,210833.0,805135.0,Ranger,Hatch
Azul,8Q-6182,Toyota,2002,200763.0,666550.0,812 GTS,Pick-up
Verde,4D-2182,Honda,2011,113317.0,613861.0,LaFerrari,Hatch
Azul,2E-3625,Chevrolet,2007,24659.0,117042.0,Duster,Sedan
Vermelho,5T-2045,Ferrari,2018,67261.0,225516.0,Gallardo,Hatch
Vermelho,5W-8428,Mitsubishi,2003,82323.0,54411.0,A3,SUV
Vermelho,9T-6173,Chevrolet,2022,25636.0,62826.0,Tiguan,Esportivo
Branco,1S-8024,Chevrolet,2006,209297.0,630382.0,F430,SUV
Verde,4Q-6104,Ford,2022,78937.0,452002.0,Tucson,Sedan
Azul,4I-8832,Ferrari,2020,219882.0,244242.0,F12 Berlinetta,Pick-up
Verde,7O-3156,Honda,2014,245368.0,48765.0,812 Superfast,Super Esportivo
Vermelho,6C-8483,Lamborghini,1997,71300.0,683012.0,Sian,Sedan
Preto,9Z-8302,Toyota,2021,82389.0,905666.0,Essenza SCV12,Super Esportivo
Branco,6N-7146,Ford,1995,29370.0,299446.0,Aventador SVJ,SUV
Verde,2D-9937,Ferrari,2013,3926.0,543307.0,458 Speciale,Pick-up
Branco,8I-3063,Ferrari,2012,3847.0,36790.0,Onix,Hatch
Vermelho,1R-2136,Honda,2019,208612.0,946998.0,Uno,SUV
Verde,1N-8787,Ford,2014,279488.0,292821.0,Aventador SVJ,Super Esportivo
Branco,7R-8945,Ford,1994,134989.0,526074.0,Duster,Hatch
Verde,6Z-3349,Honda,1999,71522.0,379676.0,Cruze,Sedan
Preto,7G-6953,Ford,2013,213745.0,880773.0,F430,Sedan
Azul,3I-1831,Lamborghini,2019,263285.0,822927.0,Eclipse GT,Super Esportivo
Vermelho,8K-3928,Ferrari,2018,71721.0,468052.0,Kicks,Sedan
Branco,3W-6670,Chevrolet,2009,60465.0,99279.0,Kicks,Hatch
Preto,5I-7557,Ford,2012,38249.0,207482.0,A3,Esportivo
Vermelho,3B-3146,Toyota,1993,267752.0,66474.0,Aventador SVJ,Pick-up
Vermelho,7J-1225,Ford,2015,185346.0,736769.0,Cruze,Hatch
Azul,6M-5523,Ford,2023,203914.0,485638.0,Eclipse GT,Hatch
Verde,3O-7078,Ford,2002,85592.0,549840.0,Aventador SVJ,SUV
Preto,2K-5139,Toyota,2008,197946.0,451935.0,Ranger,Hatch
Vermelho,9M-7011,Ford,2006,293869.0,494602.0,Sian,SUV
Vermelho,7L-8022,Toyota,2000,46331.0,103206.0,Onix,Hatch
Azul,3J-2139,Lamborghini,2013,77278.0,962795.0,Renegade,Esportivo
Verde,9Q-3205,Ford,2001,282888.0,148218.0,Essenza SCV12,Super Esportivo
Azul,3D-6108,Ford,1995,31378.0,730090.0,C4 Cactus,Esportivo
Preto,6Y-5245,Lamborghini,2018,30414.0,787253.0,Focus,Super Esportivo
Vermelho,7S-5985,Honda,1995,126005.0,233539.0,Civic,Pick-up
Vermelho,1G-7929,Lamborghini,1994,220295.0,473853.0,Fiesta Sedan,Hatch
Preto,9Z-8283,Ferrari,1992,24295.0,444142.0,Huracan,Pick-up
Branco,6J-4585,Honda,1995,31354.0,159416.0,F12 Berlinetta,Pick-up
Azul,1Y-1514,Chevrolet,2012,192271.0,946256.0,Golf,Pick-up
Azul,9Y-5083,Ferrari,1996,38078.0,384614.0,Essenza SCV12,Sedan
Azul,2S-1949,Ford,2007,250485.0,628049.0,Eclipse GT,Esportivo
Preto,6A-2287,Mitsubishi,2021,282967.0,989841.0,Aventador SVJ,SUV
Azul,6Y-6553,Mitsubishi,1995,25711.0,760040.0,Kicks,SUV
Vermelho,9Y-4621,Mitsubishi,2018,251415.0,281321.0,Civic,SUV
Verde,3L-4995,Toyota,2011,19214.0,719435.0,Kicks,Super Esportivo
Azul,3I-7002,Lamborghini,1999,155845.0,479541.0,Aventador,Sedan
Verde,6X-4154,Lamborghini,1994,226361.0,679559.0,458 Speciale,SUV
Verde,2Z-5749,Chevrolet,1999,7878.0,409638.0,Fiesta,Esportivo
Preto,3C-6336,Lamborghini,1999,139709.0,799748.0,Ranger,Esportivo
Preto,5P-8627,Ferrari,2023,226956.0,69183.0,Fiesta,Super Esportivo
Verde,4V-4072,Ford,2006,12322.0,243097.0,City,Pick-up
Verde,4X-8897,Ferrari,2002,116722.0,366726.0,Golf,Pick-up
Azul,6V-1260,Chevrolet,1994,231357.0,844302.0,Uno,Pick-up
Preto,6M-8485,Toyota,2002,292334.0,493690.0,Hilux,Sedan
Azul,4Z-9763,Honda,1992,159314.0,982639.0,Uno,Hatch
Branco,9Q-2110,Mitsubishi,1999,58824.0,686424.0,812 GTS,Sedan
Vermelho,5Q-2909,Mitsubishi,2022,35367.0,219808.0,California T,Esportivo
Preto,5E-5325,Ferrari,2007,226543.0,638014.0,Fit,Super Esportivo
Verde,6P-2657,Lamborghini,1990,162439.0,346995.0,458 Speciale,SUV
Azul,9M-3878,Lamborghini,1995,104391.0,477254.0,C4 Cactus,Pick-up
Vermelho,3Z-6855,Toyota,2008,202993.0,663866.0,Gallardo,Pick-up
Preto,9V-2257,Toyota,2014,48248.0,935754.0,Eclipse GT,Sedan
Preto,5R-6387,Ford,2018,241266.0,140220.0,Essenza SCV12,Sedan
Preto,2P-2268,Chevrolet,1997,175982.0,136761.0,Essenza SCV12,Esportivo
Preto,1V-2287,Ferrari,2003,46094.0,977305.0,Tucson,Hatch
Verde,3B-2191,Toyota,2001,38839.0,164230.0,LaFerrari,SUV
Branco,3F-4717,Mitsubishi,2020,100192.0,548248.0,Fiesta,Pick-up
Vermelho,9D-6930,Chevrolet,2014,185086.0,304879.0,Sian,Sedan
Preto,4Y-6775,Chevrolet,2014,250774.0,147134.0,Renegade,Pick-up
Preto,5L-5413,Ford,2011,31337.0,580288.0,Aventador SVJ,Super Esportivo
Vermelho,4C-5788,Ferrari,1996,237621.0,731637.0,458 Speciale,Super Esportivo
Preto,9K-3468,Chevrolet,1991,88658.0,627600.0,Strada,Pick-up
Azul,4D-9945,Toyota,2012,12617.0,707958.0,Focus,Pick-up
Vermelho,5S-3522,Ferrari,2001,155960.0,501712.0,812 GTS,Sedan
Verde,1U-6004,Ferrari,2011,181118.0,868500.0,LaFerrari,Hatch
Azul,7O-8708,Ferrari,1998,128954.0,362956.0,Gallardo,SUV
Vermelho,8R-6092,Mitsubishi,2014,188418.0,927917.0,Reventón,Sedan
Verde,8F-4753,Ferrari,2020,8159.0,216511.0,Duster,Sedan
Azul,5B-3325,Honda,1994,203126.0,41325.0,A3,Pick-up
Branco,3H-8448,Mitsubishi,1998,218309.0,982660.0,Ranger,Sedan
Azul,6F-2797,Mitsubishi,2021,235046.0,539817.0,Huracan,Esportivo
Vermelho,3T-3354,Lamborghini,2004,117837.0,642533.0,Focus,Super Esportivo
Azul,2F-9919,Ford,2018,268091.0,65370.0,Ranger,SUV
Branco,3U-3618,Honda,2019,142296.0,371351.0,Aventador SVJ,Sedan
Verde,3U-8516,Ford,1996,127398.0,403406.0,488 GTB,Super Esportivo
Preto,2F-5671,Ferrari,2020,239667.0,959578.0,Civic,Hatch
Verde,6K-2390,Ford,1991,25886.0,944435.0,C4 Cactus,SUV
Azul,9P-7737,Mitsubishi,2012,128928.0,683564.0,Golf,Sedan
Branco,7J-2638,Ferrari,2009,140698.0,839983.0,Ranger,Super Esportivo
Azul,7L-6194,Ferrari,2012,295431.0,920152.0,458 Italia,SUV
Verde,6I-9996,Chevrolet,2019,164877.0,148618.0,Civic,Super Esportivo
Azul,3C-6005,Honda,2009,82322.0,157354.0,812 Superfast,Hatch
